"Core Project Number","Affiliation","Pub Year","Authors","Country","ISSN","Journal Issue","Journal (Link to PubMed abstract)","Journal Title ABBR","Journal Volume","Language","Page Number","PMC ID","PMID","PUB Date","Title (Link to full-text in PubMed Central)","Related Publications in PubMed","Related Publications in Google Scholar","Articles Citing from PubMed Central","Articles Citing from Google Scholar","Relative Citation Ratio",
"T32MH115882"," ","2023","Meyerhoff, Jonah; Kruzan, Kaylee P; Kim, Kwang-Youn A; Van Orden, Kimberly; Mohr, David C","England","1543-6136","3","<a href='https://pubmed.ncbi.nlm.nih.gov/35822235'>Archives of suicide research : official journal of the International Academy for Suicide Research</a>","Arch Suicide Res","27","eng","966-983","9834433","35822235","2023","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/9834433'>Exploring the Safety of a General Digital Mental Health Intervention to Effect Symptom Reduction among Individuals with and without Suicidal Ideation: A Secondary Analysis.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=35822235&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC9834433/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=35822235'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC9834433/'>Cited By, Google</a>"," ",
"P50MH119029"," ","2023","Meyerhoff, Jonah; Kruzan, Kaylee P; Kim, Kwang-Youn A; Van Orden, Kimberly; Mohr, David C","England","1543-6136","3","<a href='https://pubmed.ncbi.nlm.nih.gov/35822235'>Archives of suicide research : official journal of the International Academy for Suicide Research</a>","Arch Suicide Res","27","eng","966-983","9834433","35822235","2023","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/9834433'>Exploring the Safety of a General Digital Mental Health Intervention to Effect Symptom Reduction among Individuals with and without Suicidal Ideation: A Secondary Analysis.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=35822235&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC9834433/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=35822235'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC9834433/'>Cited By, Google</a>"," ",
"R01MH120482","ADHD Outpatient Program, Hospital de Clínicas de Porto Alegre, Porto Alegre, Brazil.","2023","Lorenzi, Cezar H; Teixeira Leffa, Douglas; Bressan, Rodrigo; Belangero, Sintia; Gadelha, Ary; Santoro, Marcos L; Salum, Giovanni A; Rohde, Luis Augusto; Caye, Arthur","England","1469-7610","1","<a href='https://pubmed.ncbi.nlm.nih.gov/35959538'>Journal of child psychology and psychiatry, and allied disciplines</a>","J Child Psychol Psychiatry","64","eng","167-174"," ","35959538","2023 Jan","Replication of a predictive model for youth ADHD in an independent sample from a developing country.","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=35959538&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?hl=en&q=Replication of a predictive model for youth ADHD in an independent sample from a developing country.'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=35959538'>Cited By, PMID</a>"," "," ",
"R01MH121329","Department of Electrical and Computer Engineering, Duke University, Durham, NC, USA.","2023","Krishnappa Babu, Pradeep Raj; Di Martino, J Matias; Chang, Zhuoqing; Perochon, Sam; Aiello, Rachel; Carpenter, Kimberly L H; Compton, Scott; Davis, Naomi; Franz, Lauren; Espinosa, Steven; Flowers, Jacqueline; Dawson, Geraldine; Sapiro, Guillermo","England","1469-7610","1","<a href='https://pubmed.ncbi.nlm.nih.gov/35965431'>Journal of child psychology and psychiatry, and allied disciplines</a>","J Child Psychol Psychiatry","64","eng","156-166","9771883","35965431","2023 Jan","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/9771883'>Complexity analysis of head movements in autistic toddlers.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=35965431&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC9771883/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=35965431'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC9771883/'>Cited By, Google</a>",4.3
"R01MH126768","Health Policy and Management, UNC Gillings School of Global Public Health, Chapel Hill, North Carolina USA.","2023","Dubé, Karine; Agarwal, Harsh; Stockman, Jamila K; Auerbach, Judith D; Sauceda, John A; Conroy, Amy A; Johnson, Mallory O","United States","1931-8405","8","<a href='https://pubmed.ncbi.nlm.nih.gov/35972752'>AIDS research and human retroviruses</a>","AIDS Res Hum Retroviruses","39","eng","400-413","10387158","35972752","2023 Aug","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10387158'>'I Would Absolutely Need to Know That My Partner Is Still Going to be Protected': Perceptions of HIV Cure-Related Research Among Diverse HIV Serodifferent Couples in the United States.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=35972752&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10387158/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=35972752'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10387158/'>Cited By, Google</a>",2.46
"R01MH128022","Department of Biochemistry and Molecular Biology, University of Miami Miller School of Medicine, Miami, FL, 33155, USA.","2023","Eum, Sung Yong; Schurhoff, Nicolette; Teglas, Timea; Wolff, Gretchen; Toborek, Michal","Netherlands","1573-4919","3","<a href='https://pubmed.ncbi.nlm.nih.gov/35976519'>Molecular and cellular biochemistry</a>","Mol Cell Biochem","478","eng","581-595","9938043","35976519","2023 Mar","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/9938043'>Circadian disruption alters gut barrier integrity via a ß-catenin-MMP-related pathway.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=35976519&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC9938043/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=35976519'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC9938043/'>Cited By, Google</a>",3.39
"R01MH126178","Department of Psychological and Brain Sciences, Dartmouth College, Hanover, NH, 03755, USA. katherine.nautiyal@dartmouth.edu.","2023","Nautiyal, Katherine M; Yaden, David B","England","1740-634X","1","<a href='https://pubmed.ncbi.nlm.nih.gov/35982239'>Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology</a>","Neuropsychopharmacology","48","eng","215-216","9700748","35982239","2023 Jan","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/9700748'>Does the trip matter? Investigating the role of the subjective effects of psychedelics in persisting therapeutic effects.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=35982239&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC9700748/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=35982239'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC9700748/'>Cited By, Google</a>",3.03
"R01MH069942","Department of Psychology, Stony Brook University, Stony Brook, New York, USA.","2023","Beatty, Clare C; Ferry, Rachel A; Eaton, Nicholas R; Klein, Daniel N; Nelson, Brady D","England","1469-8978","12","<a href='https://pubmed.ncbi.nlm.nih.gov/35982518'>Psychological medicine</a>","Psychol Med","53","eng","5395-5404"," ","35982518","2023 Sep","Neurobiological sensitivity to unpredictable threat and familial risk for the internalizing and externalizing spectra in adolescents.","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=35982518&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?hl=en&q=Neurobiological sensitivity to unpredictable threat and familial risk for the internalizing and externalizing spectra in adolescents.'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=35982518'>Cited By, PMID</a>"," "," ",
"P30MH097488","Department of Family Medicine and Public Health, University of Botswana, Gaborone, Botswana.","2023","Tsima, Billy M; Lowenthal, Elizabeth D; Van Pelt, Amelia E; Moore, Tyler M; Matshaba, Mogomotsi; Gur, Ruben C; Tshume, Ontibile; Thuto, Boitumelo; Scott, J Cobb","United States","1873-5843","1","<a href='https://pubmed.ncbi.nlm.nih.gov/35988538'>Archives of clinical neuropsychology : the official journal of the National Academy of Neuropsychologists</a>","Arch Clin Neuropsychol","38","eng","131-138","9868525","35988538","2023 Jan 21","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/9868525'>Test-Retest Reliability of a Computerized Neurocognitive Battery in School-Age Children with HIV in Botswana.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=35988538&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC9868525/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=35988538'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC9868525/'>Cited By, Google</a>"," ",
"T32MH016434","Lifecourse Epidemiology of Adiposity and Diabetes (LEAD) Center, University of Colorado Anschutz Medical Campus, Aurora, CO, USA.","2023","Bekelman, Traci A; Knapp, Emily A; Dong, Yanan; Dabelea, Dana; Bastain, Tracy M; Breton, Carrie V; Carroll, Kecia N; Camargo, Carlos A; Davis, Ann M; Dunlop, Anne L; Elliott, Amy J; Ferrara, Assiamira; Fry, Rebecca C; Ganiban, Jody M; Gilbert-Diamond, Diane; Gilliland, Frank D; Hedderson, Monique M; Hipwell, Alison E; Hockett, Christine W; Huddleston, Kathi C; Karagas, Margaret R; Kelly, Nichole; Lai, Jin-Shei; Lester, Barry M; Lucchini, Maristella; Melough, Melissa M; Mihalopoulos, Nicole L; O'Shea, T Michael; Rundle, Andrew G; Stanford, Joseph B; VanBronkhorst, Sara; Wright, Rosalind J; Zhao, Qi; Sauder, Katherine A; program collaborators for Environmental influences on Child Health Outcomes (ECHO)","United States","2153-2176","4","<a href='https://pubmed.ncbi.nlm.nih.gov/35856858'>Childhood obesity (Print)</a>","Child Obes","19","eng","226-238","10398734","35856858","2023 Jun","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10398734'>Sociodemographic Variation in Children's Health Behaviors During the COVID-19 Pandemic.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=35856858&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10398734/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=35856858'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10398734/'>Cited By, Google</a>"," ",
"R01MH120314","Department of Psychology, Arizona State University.","2023","McNeish, Daniel; Bauer, Daniel J; Dumas, Denis; Clements, Douglas H; Cohen, Jessica R; Lin, Weili; Sarama, Julie; Sheridan, Margaret A","United States","1939-1463","2","<a href='https://pubmed.ncbi.nlm.nih.gov/34570554'>Psychological methods</a>","Psychol Methods","28","eng","401-421","8957627","34570554","2023 Apr","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/8957627'>Modeling individual differences in the timing of change onset and offset.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=34570554&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC8957627/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=34570554'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC8957627/'>Cited By, Google</a>"," ",
"T32MH096724","Department of Psychiatry, Columbia University Vagelos College of Physicians and Surgeons.","2023","Stockton, Melissa A; Kraemer, John; Oga, Emmanuel; Kimani, Joshua; Mbote, David; Kemunto, Caroline; Njuguna, Stella; Nyblade, Laura","United States","1559-8519","1","<a href='https://pubmed.ncbi.nlm.nih.gov/34622725'>Journal of sex research</a>","J Sex Res","60","eng","146-152","8989712","34622725","2023 Jan","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/8989712'>Validation of a Brief Internalized Sex-work Stigma Scale among Female Sex Workers in Kenya.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=34622725&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC8989712/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=34622725'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC8989712/'>Cited By, Google</a>"," ",
"P50MH096889","Department of Psychology, Crean College of Health and Behavioral Sciences, Chapman University, One University Drive, Orange, CA, 92866, USA. nabailey@chapman.edu.","2023","Bailey, Natasha A; Irwin, Jessica L; Davis, Elysia Poggi; Sandman, Curt A; Glynn, Laura M","United States","1573-3327","2","<a href='https://pubmed.ncbi.nlm.nih.gov/34626290'>Child psychiatry and human development</a>","Child Psychiatry Hum Dev","54","eng","470-480","8993937","34626290","2023 Apr","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/8993937'>Patterns of Maternal Distress from Pregnancy Through Childhood Predict Psychopathology During Early Adolescence.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=34626290&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC8993937/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=34626290'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC8993937/'>Cited By, Google</a>",4.92
"R01MH121520","Centre for Addiction and Mental Health, Toronto, Ontario, Canada; Department of Psychiatry, University of Toronto, Toronto, Ontario, Canada; Department of Psychiatry and Biobehavioral Sciences, School of Medicine, University of California Los Angeles, Los Angeles, California. Electronic address: jamie.feusner@utoronto.ca.","2023","Feusner, Jamie D; Kurth, Florian; Luders, Eileen; Ly, Ronald; Wong, Wan-Wa","United States","2451-9030","9","<a href='https://pubmed.ncbi.nlm.nih.gov/34688924'>Biological psychiatry. Cognitive neuroscience and neuroimaging</a>","Biol Psychiatry Cogn Neurosci Neuroimaging","8","eng","909-917","9037993","34688924","2023 Sep","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/9037993'>Cytoarchitectonically Defined Volumes of Early Extrastriate Visual Cortex in Unmedicated Adults With Body Dysmorphic Disorder.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=34688924&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC9037993/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=34688924'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC9037993/'>Cited By, Google</a>"," ",
"R01MH126997","University of California, San Francisco.","2023","Haeusermann, Tobias; Lechner, Cailin R; Fong, Kristina Celeste; Bernstein Sideman, Alissa; Jaworska, Agnieszka; Chiong, Winston; Dohan, Daniel","United States","2150-7759","1","<a href='https://pubmed.ncbi.nlm.nih.gov/34473932'>AJOB neuroscience</a>","AJOB Neurosci","14","eng","32-44","9007331","34473932","2023","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/9007331'>Closed-Loop Neuromodulation and Self-Perception in Clinical Treatment of Refractory Epilepsy.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=34473932&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC9007331/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=34473932'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC9007331/'>Cited By, Google</a>",5.75
"T32MH015750","Department of Psychology, University of Denver, Denver, CO, USA.","2023","Swales, Danielle A; Davis, Elysia Poggi; Mahrer, Nicole E; Guardino, Christine M; Shalowitz, Madeleine U; Ramey, Sharon L; Dunkel Schetter, Chris","United States","1469-2198","2","<a href='https://pubmed.ncbi.nlm.nih.gov/35074031'>Development and psychopathology</a>","Dev Psychopathol","35","eng","619-629","9309186","35074031","2023 May","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/9309186'>Preconception maternal posttraumatic stress and child negative affectivity: Prospectively evaluating the intergenerational impact of trauma.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=35074031&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC9309186/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=35074031'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC9309186/'>Cited By, Google</a>",4.01
"T32MH080634","Division of Infectious Diseases, University of California Los Angeles, Los Angeles, CA, USA.","2023","Wang, Y; Ramos-Gomez, F; Kemoli, A M; John-Stewart, G; Wamalwa, D; Benki-Nugent, S; Slyker, J; Seminario, A L","United States","2380-0852","2","<a href='https://pubmed.ncbi.nlm.nih.gov/35354307'>JDR clinical and translational research</a>","JDR Clin Trans Res","8","eng","168-177","10026160","35354307","2023 Apr","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10026160'>Oral Diseases and Oral Health-Related Quality of Life among Kenyan Children and Adolescents with HIV.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=35354307&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10026160/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=35354307'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10026160/'>Cited By, Google</a>",2.69
"P30MH058107","Department of Quantitative Health Sciences, Mayo Clinic.","2023","Gunn, Heather J; Hayati Rezvan, Panteha; Fernández, M Isabel; Comulada, W Scott","United States","1939-1463","2","<a href='https://pubmed.ncbi.nlm.nih.gov/35113633'>Psychological methods</a>","Psychol Methods","28","eng","452-471","10117422","35113633","2023 Apr","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10117422'>How to apply variable selection machine learning algorithms with multiply imputed data: A missing discussion.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=35113633&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10117422/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=35113633'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10117422/'>Cited By, Google</a>"," ",
"T32MH020061"," ","2023","Silva, Caroline; Douglas, Nora; Van Orden, Kimberly","England","1543-6136","2","<a href='https://pubmed.ncbi.nlm.nih.gov/35132935'>Archives of suicide research : official journal of the International Academy for Suicide Research</a>","Arch Suicide Res","27","eng","629-643","9357862","35132935","2023","<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/9357862'>Neighborhood Belonging and Thoughts of Death Among Hispanics in the United States.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=35132935&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC9357862/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=35132935'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC9357862/'>Cited By, Google</a>",2.4
